,text,sentiment
9839,i want trump to run as an independent i want to see an army of pissed off women give him some much deserved humility gopdebates ,Negative
9840,cat1012000 thanks foxtv for holding the gopdebates now millions of people know youre no better or balanced then msn abc cbs ,Negative
9841,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
9842,newday cancel the primaries fox pay set up amp anointed their man jeb bush gopdebates obviousashell ,Negative
9843,i would have to give the first debate to 1 gov huckabee 2 marco rubio 3rand paul gopdebates ,Positive
9844,rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen gopdebate gopdebates ,Negative
9845,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
9846,trdemuee gop closing statements fear fear fear god feeeeeeeaaaaaarrr thanks obama gopdebates ,Negative
9847,supermanhotmale dear fox news here is my closing argument none of the gop candidates said anything to help the suffering of women or ,Negative
9849,rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen gopdebate gopdebates ,Negative
9850,rwsurfergirl you would never know realdonaldtrump is the frontrunner from watching this debate gopdebate gopdebates ,Positive
9852,usesbadwords i honestly miss mitt romney now all these buffoons are out of their minds gopdebates ,Negative
9853,jsn2007 that was enteaining only because i have seen them in action first hand congress is out of touch amp so are all the contender ,Negative
9854,jamiaw carson getting in some zingers at the end not riding for him at all but ill give him credit for being a medical trailblazer ,Positive
9855,nerdynegress gopdebates this is no damn christian revival cut it out ,Negative
9856,rwsurfergirl i need to order another green apple maini to process what the hell just happened gopdebate gopdebates ,Negative
9857,salmasekela senator cruz any word from god just spit out my tequila damn you megyn kelly it was the expensive kind gopdebates ,Negative
9858,after the undercard debates id say only two should stay in the race are carly fiorina and bobby jindal gopdebates ,Positive
9859,who won the gopdebates id say its between carson cruz and trump ,Positive
9860,lol fun aghhh im pumped this is a nerds favorite spo gopdebates ,Positive
9862,monaeltahawy has any candidate received a word from god presidential hopefuls this is america christian brotherhood of america ,Negative
9864,exjon redsteeze or if youre deppisch listening to gopdebates ,Negative
9865,rwsurfergirl i need to order another green apple maini to process what the hell just happened gopdebate gopdebates ,Negative
9867,kwrcrow dr carson remark on dc having half a brain best line gopdebates ,Positive
9869,so we r clear gop hates women people of color immigrants the lgbtq community and nonchristians am i missing anybody gopdebates ,Negative
9870,shawndrurysc jeb my father wasoh nevermind parenting is so overrated gopdebates bnrdebates ,Negative
9871,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
9872,wilberforce91 one of my favorite things about the gopdebates is how many of these candidates ive seen in person thanks libeyu amp ,Positive
9874,aroww333 there is a time for attacks i guess but the real conversation should be on issues not im better than soampso canigetana ,Negative
9875,three best performance in the gopdebates in no order imho carly fiorina amp ben carson amp marco rubio ,Positive
9878,nonsequiteuse if you dont want alcohol poisoning from the gopdebates play youhateidonate instead pick a cause amp when the gop hate ,Negative
9880,gop closing statements fear fear fear god feeeeeeeaaaaaarrr thanks obama gopdebates ,Negative
9881,weak gopdebates gopdebate ,Negative
9882,monaeltahawy carson carson carson dammit man say the words racism and white supremacy to that audience blacklivematter gopdebat ,Negative
9883,in the gopdebates carlyfiorina amp realbencarson are the only two candidates id invite to my home for a great meal ,Positive
9885,if america is in such horrible shape why are the illegals trying so hard to get in gopdebates ,Negative
9886,mzdivah67 from watching the gopdebates it seems to me like blacklivesdontmatter bashing pbo over his failed policies is more impo ,Negative
9887,monaeltahawy oh boy social issues gop code for who can control womens bodies amp sexuality the most hold on tight twitterland ,Negative
9889,rwsurfergirl i need to order another green apple maini to process what the hell just happened gopdebate gopdebates ,Negative
9890,monaeltahawy carson carson carson dammit man say the words racism and white supremacy to that audience blacklivematter gopdebat ,Negative
9891,rwsurfergirl i think cruz and trump need to band together and expose this set up job and get rid of bush and rubio gopdebate g ,Negative
9892,supermanhotmale and the winner is the koch brothers gopdebates ,Negative
9893,thejojophoto not usually in to politicsbut this is good enteainment gopdebates ,Negative
9894,monaeltahawy paging the donald you cant beat jamaica in soccer either gopdebates ,Negative
9895,rwsurfergirl i need to order another green apple maini to process what the hell just happened gopdebate gopdebates ,Negative
9897,these people cannot run our country i am literally afraid that they will that cannot happen gopdebates ,Negative
9898,thats a qualification reaching gopdebates shevotes ninatypewriter im the only one that separates siamese twins dr ben carson ,Negative
9899,mike huckabee and bales amp jaymes would like to thank you for your suppo gopdebates ,Negative
9900,rwsurfergirl i need to order another green apple maini to process what the hell just happened gopdebate gopdebates ,Negative
9902,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
9903,monaeltahawy paging the donald you cant beat jamaica in soccer either gopdebates ,Negative
9905,gopdebates it was fun but i really think i became more stupider dear world please realize that most of us arent that dumb ,Negative
9907,wilberforce91 one of my favorite things about the gopdebates is how many of these candidates ive seen in person thanks libeyu amp ,Positive
9908,gopdebates i also think rand paul is toast ,Negative
9909,jsn2007 what ever happened to the answers to how they were gonna take care of vets gopdebates ,Negative
9910,its official worst debate ever goodgrief gopdebates bernie2016 ,Negative
9911,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
9912,rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate gopdebates ,Negative
9913,i need to order another green apple maini to process what the hell just happened gopdebate gopdebates ,Negative
9914,kwrcrow dr carson remark on dc having half a brain best line gopdebates ,Positive
9915,it is over doubt ill be able to take many more gopdebates not enough popcorn in the universe onto the dailyshow minnows ,Negative
9916,there is a time for attacks i guess but the real conversation should be on issues not im better than soampso canigetanamen gopdebates ,Negative
9917,monaeltahawy paging the donald you cant beat jamaica in soccer either gopdebates ,Negative
9919,that was enteaining only because i have seen them in action first hand congress is out of touch amp so are all the contenders gopdebates ,Negative
9921,kwrcrow dr carson remark on dc having half a brain best line gopdebates ,Positive
9922,monaeltahawy paging the donald you cant beat jamaica in soccer either gopdebates ,Negative
9925,supermanhotmale and the winner is the koch brothers gopdebates ,Positive
9926,supermanhotmale dear fox news here is my closing argument none of the gop candidates said anything to help the suffering of women or ,Negative
9928,my 5 faves from gopdebates in no paicular order cruz carson rubio huckabee fiorina ,Positive
9929,shawndrurysc jeb my father wasoh nevermind parenting is so overrated gopdebates bnrdebates ,Negative
9930,great app for watching the debates thanks fox news please add an option to rate the moderators gopdebates foxnews ,Positive
9931,supermanhotmale dear fox news here is my closing argument none of the gop candidates said anything to help the suffering of women or ,Negative
9932,supermanhotmale dear jeb bush your record sir is clear you are a fucking ememy of the voting public period gopdebates ,Negative
9933,kwrcrow even after biased attacks by foxnews realdonaldtrump wins gopdebates ,Positive
9934,monaeltahawy paging the donald you cant beat jamaica in soccer either gopdebates ,Negative
9935,bethbehrs classy gopdebates ,Negative
9936,jordiemojordie yall better not lie about god she didnt talk to all of yall gopdebates ,Negative
9937,and the winner is the koch brothers gopdebates ,Negative
9938,considering foxnews bias the gopdebates did help to delineate the candidates the differences are more clear now libearian ,Negative
9939,i cant wait for hillary clinton to put the gop on blast during the presidential debates that woman got big cojones gopdebates ,Negative
9940,aw jebbush you can totes come over later for a good cry i gotchu boo gopdebates ,Negative
9941,gopdebates ill be surprised if johnkasich doesnt jump into the top 5 after tonight ,Positive
9942,monaeltahawy can someone send this to gopdebates blacklivesmatter ,Negative
9943,im interested to see if carly fiorina ben carson and mike huckabee pick up steam everyone came out unscathed in these gopdebates ,Positive
9944,rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen gopdebate gopdebates ,Negative
9945,hahahahah this commentary is the best gopdebates ,Positive
9946,i think were going to run out of beer gopdebates ,Negative
9947,monaeltahawy paging the donald you cant beat jamaica in soccer either gopdebates ,Negative
9949,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
9950,monaeltahawy seriously gop voters think god talks to presidential candidates christianbrotherhood gopdebates ,Negative
9951,even after biased attacks by foxnews realdonaldtrump wins gopdebates ,Positive
9954,so unclear if i just watched a church convention or a political debate gopdebates ,Negative
9955,wilberforce91 one of my favorite things about the gopdebates is how many of these candidates ive seen in person thanks libeyu amp ,Positive
9956,kwrcrow dr carson remark on dc having half a brain best line gopdebates ,Positive
9957,to think we have more gopdebates to come i cant take anymore more gopdebate ,Negative
9958,puestoloco thepoliticalcat cancel the primaries fox pay set up amp anointed their man jeb bush gopdebates canttrustabush morning ,Negative
9959,rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen gopdebate gopdebates ,Negative
9960,khou jebbush gopdebates he looks down on the base ,Negative
9961,that was a wildly enteaining television spectacle gopdebates ,Positive
9962,dont like how much time is being spent attacking clinton amp obama instead of talking about substantive issues gopdebates ,Negative
9963,supermanhotmale rand paul im a different kind of republican yes you are an sos pad dickhead gopdebates ,Negative
9964,prolife gun owners who believe in death mentality war and god gopdebates ,Negative
9965,carly fiorina made the point that she will be able to attack hillary clinton love it she is unafraid gopdebates ,Positive
9966,hopefully the next debates will be better this was meh gopdebates ,Negative
9967,paging the donald you cant beat jamaica in soccer either gopdebates ,Negative
9968,ohio governor john kasich you are currently the man gopdebates kasich oh ,Positive
9969,supermanhotmale dear fox news here is my closing argument none of the gop candidates said anything to help the suffering of women or ,Negative
9971,supermanhotmale dear friends it may seem like this is fun to me but im really mad about how republicans treat people who cant affor ,Negative
9972,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
9973,rwsurfergirl i think cruz and trump need to band together and expose this set up job and get rid of bush and rubio gopdebate g ,Positive
9975,trump our vets need to be taken care of except john mccain that loser gopdebates ,Negative
9976,supermanhotmale rand paul im a different kind of republican yes you are an sos pad dickhead gopdebates ,Negative
9977,what ever happened to the answers to how they were gonna take care of vets gopdebates ,Negative
9978,rand paul and marco rubio seem like viable options gopdebates ,Positive
9980,jutne5 anyone but rand paul gopdebates ,Negative
9982,i love ice cream christie gets my vote gopdebates icecream election2016 pinocchio ,Positive
9983,puestoloco thepoliticalcat cancel the primaries fox pay set up amp anointed their man jeb bush gopdebates canttrustabush morning ,Negative
9985,according to huckabee the military is for killing people and breaking things americas problems suddenly make sense gopdebates ,Negative
9986,none of them handled snakes none of them spike in tongues the gopclowncar hates evangelicals gopdebates ,Negative
9991,cloudypianos im just waiting for them all to accidentally eat each other gopdebates ,Negative
9993,was anyone else expecting trump to say something super racist when he mentioned china and japan gopdebates ,Negative
9994,ha hahahahahaha ha ha ha ha realdonaldtrump was beat up and got his ass handed to him by a woman megynkelly ftw gopdebates ,Negative
9995,total smackdown dc having half a brain best line gopdebates word to your muther onetoughmutherk ,Positive
9996,monaeltahawy seriously gop voters think god talks to presidential candidates christianbrotherhood gopdebates ,Negative
9997,how is surviving a recall like a badge of honor like shut up gopdebates ,Negative
9998,marco rubios campaign slogan needs to be from bar back to president gopdebates ,Negative
9999,every time they say wedge issues i think they mean wedgies gopdebates ,Negative
10000,kwrcrow dr carson remark on dc having half a brain best line gopdebates ,Positive
10002,cancel the primaries fox pay set up amp anointed their man jeb bush gopdebates canttrustabush morningjoe ,Negative
10004,supermanhotmale dear jeb bush your record sir is clear you are a fucking ememy of the voting public period gopdebates ,Negative
10005,cruz new sheriff in town nice summary he cherishes freedom your freedom gopdebates ,Positive
10006,rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen gopdebate gopdebates ,Negative
10007,annleary when did it become acceptable to have god be a topic in political debates in this country gopdebates shameful ,Negative
10008,monaeltahawy seriously gop voters think god talks to presidential candidates christianbrotherhood gopdebates ,Negative
10009,im loving tedcruz and realbencarson s closing statements i hate they didnt get a lot of questions tho gopdebates ,Positive
10010,supermanhotmale total theatre on fox news tonight no basis in fact at all its all garbage gopdebates ,Negative
10011,kerrydiaries honestly not sure if im watching mean girls or gopdebates do you even go here ,Negative
10013,jebbush didnt have to tell us what his daddy did for a living foxdebate gopdebates ,Negative
10014,we dont win anymore is this the playground gopdebates ,Negative
10015,we dont win anymore freedom won several weeks ago gopdebates ,Negative
10016,santorum said he wants to make america the 1 manufacturing country manufacturing is 20th century thinking we need high tech gopdebates ,Negative
10017,it wasnt too late for wisconsin its not too late for america oh and pass the cheese scott walker gopdebates ,Positive
10020,monaeltahawy has any candidate received a word from god presidential hopefuls this is america christian brotherhood of america ,Negative
10021,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
10022,reminder bush gopdebates you run florida ,Negative
10023,anyone but rand paul gopdebates ,Negative
10024,kwrcrow dr carson remark on dc having half a brain best line gopdebates ,Positive
10025,republican candidates all of our states are awesome but for some reason not enough to stop country from sucking gopdebates ,Negative
10026,lattisaw no minority in their right mind should be voting for anyone of these gop candidates they dont have a clue about our issues ,Negative
10030,wow look at all the diversity in the gop gopdebates ,Negative
10031,huckabee is such a card gopdebates voteyall ,Negative
10033,shawndrurysc jeb my father wasoh nevermind parenting is so overrated gopdebates bnrdebates ,Negative
10034,thepoliticalcat cancel the primaries fox pay set up amp anointed their man jeb bush gopdebates canttrustabush morningjoe ,Negative
10037,bush is an idiot sadly the idiot brother ran first gopdebates ,Negative
10038,did scott walker say he had a wife two kids and a harlot gopdebates foxdebates clowncarchronicles ,Negative
10039,supermanhotmale dear ted cruz what do scriptures say about you lying about our very good president thats what i thought gopdebates ,Negative
10040,rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate gopdebates ,Negative
10041,brendankkirby if johnkasich hasnt wrapped up the mailman vote by the end of this debate he ought to drop out gopdebates lzdebates ,Negative
10042,fox debate commentators should be ashamed for the way theyve treated trump gopdebates ,Negative
10043,dr carson remark on dc having half a brain best line gopdebates ,Positive
10044,gopdebates govmikehuckabee have you no shame u ever gone back looked at the words you learned at seminary u know not bear false witness ,Negative
10046,supermanhotmale dear friends it may seem like this is fun to me but im really mad about how republicans treat people who cant affor ,Negative
10047,wilberforce91 one of my favorite things about the gopdebates is how many of these candidates ive seen in person thanks libeyu amp ,Positive
10048,shout out to bernie sanders for slipping under the radar of these democrat jokes gopdebates ,Negative
10049,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
10050,blkpoliticspo the fox debate did not address the voting rights act voter suppression voter id laws no surprise there at all g ,Negative
10051,shawndrurysc jeb my father wasoh nevermind parenting is so overrated gopdebates bnrdebates ,Negative
10052,ill be my best to do that gopdebates ,Positive
10053,stevenbr god blessed our country the republican candidatesbut not them democrats rubio paraphrase gopdebates you ,Negative
10056,marymauldin hey foxnews how absolutely fearful are you of sentedcruz im lol at how you refuse to ask him questions gopdebat ,Negative
10059,rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate gopdebates ,Negative
10060,monaeltahawy perhaps theyll talk about racism if theyre asked if god told them blackliveematter gopdebates ,Negative
10062,unless youre talking about our schools air quality water quality kasich gopdebates ,Negative
10064,why watch 10 contenders debate when you can just watch megyn kelly gopdebates ,Positive
10065,waltb31 ericboehle peterhamby cancel the primaries fox pay set up amp anointed their man jeb bush gopdebates obviousashell ,Negative
10068,gopdebates chrischristie putting terrorists in jail means locking up college students for calling vivisectors delusional count28 ,Negative
10069,blkpoliticspo the fox debate did not address the voting rights act voter suppression voter id laws no surprise there at all g ,Negative
10070,bettyfckinwhite can you answer this very direct question i should be president so no gopdebates ,Negative
10073,carson getting in some zingers at the end not riding for him at all but ill give him credit for being a medical trailblazer gopdebates ,Positive
10075,justjdreaming fox to presidential candidates so lets all talk about god for a second founding fathers jesus gopdebates ,Negative
10076,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
10077,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
10078,justjdreaming fox to presidential candidates so lets all talk about god for a second founding fathers jesus gopdebates ,Negative
10079,freedom isnt freedid ben carson just go all team america on this shit gopdebates ,Negative
10080,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
10081,rwsurfergirl fox news is obviously trying to influence the makeup of the republican field gopdebate gopdebates ,Negative
10082,annleary when did it become acceptable to have god be a topic in political debates in this country gopdebates shameful ,Negative
10084,lisaluerssen the worst debate in the history of republican debates thank you senator ted cruz for what time you had to debate gop ,Positive
10087,jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop ,Negative
10089,literally im still pissed about the whole gay marriage issue its constitutional please leave it at that republicans gopdebates ,Negative
10090,bencarson went hard at the end and busted in the gopdebates face ,Positive
10091,supermanhotmale dear fox news here is my closing argument none of the gop candidates said anything to help the suffering of women or ,Negative
10092,now ben carson wants to try and be interesting gopdebates ,Negative
10093,bencaraon is dull and an embarrassment to any person of color gopdebate gopdebates ,Negative
10095,rwsurfergirl after govchristie hugged obama he doesnt deserve to be on the stage tonight gopdebates gopdebates ,Negative
10096,that neuroscience shaaaade tho omg i wanna throw shade like that please realbencarson gopdebates ,Positive
10097,tedcruz gets my vote after tonight but dr carson is a very close second gopdebates ,Positive
10098,lol bencarson gopdebates but seriously you didnt answer the question ,Negative
10099,gopdebates dr ben is damn funny ,Positive
10100,damongiles1973 thank you cruz finally someone who pledges to reverse every obama executive order day 1 why is this so hard gopdeb ,Positive
10101,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
10102,rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen gopdebate gopdebates ,Negative
10103,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
10104,ben carson rocks out the final thoughts gopdebates gopdebate ,Positive
10106,jsc1835 no scott walker you didnt lash out at the protesters in wisconsin you just had them arrested gopdebates ,Negative
10107,seriously gop voters think god talks to presidential candidates christianbrotherhood gopdebates ,Negative
10108,i want one of these white and basically white men to just sayim richhella richi hate gays blks and poor people vote for me gopdebates ,Negative
10109,is ted cruzs slogan if you hate obama vote for me because boy is he pushing it gopdebates ,Negative
10110,rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate gopdebates ,Negative
10111,ted cruz undo all the obama shit because smh gopdebates ,Negative
10112,goldietaylor closing statements gopdebates ,Negative
10113,shawndrurysc jeb my father wasoh nevermind parenting is so overrated gopdebates bnrdebates ,Negative
10114,twist carly fiorina just ate chris christie gopdebates ,Negative
10115,ted cruz couldnt be president of his own tree fo gopdebates ,Negative
10116,rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate gopdebates ,Negative
10117,ted cruz needs to find a suit that fits gopdebates ,Negative
10118,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
10119,gopdebates cruz going to persecute religious libey cool ,Negative
10120,shawndrurysc jeb my father wasoh nevermind parenting is so overrated gopdebates bnrdebates ,Negative
10121,god said im god not gop idiots leave me outta this gopdebates ,Negative
10122,bencarson2016 and these zingers go away gopdebates ,Negative
10123,thank you cruz finally someone who pledges to reverse every obama executive order day 1 why is this so hard gopdebates ,Positive
10124,megynkelly why were there absolutely no questions on the jobs or economy foxnews thats what is polling the highest right gopdebates ,Negative
10126,annleary when did it become acceptable to have god be a topic in political debates in this country gopdebates shameful ,Negative
10127,jeb my father wasoh nevermind parenting is so overrated gopdebates bnrdebates ,Negative
10129,mandyvelez so trans soldiers can die for you huckabee but you cant foot the bill to make them fulfilled as human beings really go ,Negative
10130,gopdebates none of them answered any questions directly ,Negative
10131,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
10132,stevenbr god blessed our country the republican candidatesbut not them democrats rubio paraphrase gopdebates you ,Positive
10133,is this a pity pay gopdebates ,Negative
10134,rwsurfergirl thanks fox news youre raising realdonaldtrump s ratings gopdebate gopdebates ,Positive
10135,rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from gopdebate ,Negative
10136,lisaluerssen the worst debate in the history of republican debates thank you senator ted cruz for what time you had to debate gop ,Negative
10138,how many of these peoples parents fled cuba my god it was great there gopdebates ,Negative
10139,rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate gopdebates ,Negative
10140,monaeltahawy carson carson carson dammit man say the words racism and white supremacy to that audience blacklivematter gopdebat ,Negative
10141,rwsurfergirl fox news is obviously trying to influence the makeup of the republican field gopdebate gopdebates ,Negative
10142,theyentarepo what you want to know if any of the candidates hear strange voices in their head mentalhealth gopdebates ,Negative
10143,monaeltahawy perhaps theyll talk about racism if theyre asked if god told them blackliveematter gopdebates ,Negative
10144,rwsurfergirl im really really really pissed off at fox news for what they did to realdonaldtrump gopdebate gopdebates ,Negative
10145,cruz go and take down other eos in previous administrations that were illegal gopdebates ,Positive
10146,rwsurfergirl you would never know realdonaldtrump is the frontrunner from watching this debate gopdebate gopdebates ,Negative
10147,monaeltahawy perhaps theyll talk about racism if theyre asked if god told them blackliveematter gopdebates ,Negative
10149,gopdebates which flag are you going to blame on the continual murders in chicago and baltimore us cities with high murder rates are dem ,Negative
10150,like come on what about the separation of church and state you guys are killing me screw you fox news gopdebates ,Negative
10151,gopdebates kasich deserves more aiime ,Positive
10152,goldietaylor commercial break gopdebates ,Positive
10153,saintgrimlock trump was thinking message from god i havent told these other guys anythinggopdebates ,Negative
10154,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
10155,justjdreaming fox to presidential candidates so lets all talk about god for a second founding fathers jesus gopdebates ,Negative
10156,rwsurfergirl after govchristie hugged obama he doesnt deserve to be on the stage tonight gopdebates gopdebates ,Negative
10157,how is everyones ancestry relevant to how they will run the country gopdebates ,Negative
10158,justjdreaming fox to presidential candidates so lets all talk about god for a second founding fathers jesus gopdebates ,Negative
10159,rwsurfergirl rubio and bush are a threat to this country gopdebate gopdebates ,Negative
10160,hoping blacklivesmatter rips carson apa for his comments gopdebates ,Negative
10161,gopdebates chrischristie is no more conservative than obama whose hand he held while blaming gop 4 sandy pjnet ,Positive
10162,rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from gopdebate ,Negative
10164,drbhotchkins they were lynching black folks in jesus name so whats the relevance of the god question gopdebates foxdebate foxne ,Negative
10165,rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen gopdebate gopdebates ,Negative
10167,only thing that makes rand paul a different type of republican is the hair gopdebates ,Negative
10169,rwsurfergirl you would never know realdonaldtrump is the frontrunner from watching this debate gopdebate gopdebates ,Negative
10171,supermanhotmale dear fox news moderator you forgot to say chinese hacking staed under the bush admin gopdebates ,Negative
10172,rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen gopdebate gopdebates ,Negative
10173,justjdreaming fox to presidential candidates so lets all talk about god for a second founding fathers jesus gopdebates ,Negative
10174,justjdreaming fox to presidential candidates so lets all talk about god for a second founding fathers jesus gopdebates ,Negative
10175,monaeltahawy perhaps theyll talk about racism if theyre asked if god told them blackliveematter gopdebates ,Negative
10176,rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen gopdebate gopdebates ,Negative
10177,wilberforce91 one of my favorite things about the gopdebates is how many of these candidates ive seen in person thanks libeyu amp ,Positive
10179,ok goodbye gopdebates time for jonvoyage ,Negative
10180,monaeltahawy carson carson carson dammit man say the words racism and white supremacy to that audience blacklivematter gopdebat ,Negative
10181,and the gopdebates draw to a close with the same batshit selfassuredness of a cardboard sign on a highway offramp ,Negative
10182,annleary when did it become acceptable to have god be a topic in political debates in this country gopdebates shameful ,Negative
10184,funny all of um had middleclass up bringingsave for u know who gopdebates ,Negative
10185,wilberforce91 one of my favorite things about the gopdebates is how many of these candidates ive seen in person thanks libeyu amp ,Positive
10187,iangarytweets this is real life these people are running for the most powerful office in the world gopdebates ,Negative
10188,monaeltahawy has any candidate received a word from god presidential hopefuls this is america christian brotherhood of america ,Negative
10189,with the amount of the g word im seeing on my tl in regards to the gopdebates its obvious the evangelicals got em by the balls ,Negative
10190,justjdreaming fox to presidential candidates so lets all talk about god for a second founding fathers jesus gopdebates ,Negative
10191,perhaps theyll talk about racism if theyre asked if god told them blackliveematter gopdebates ,Negative
10193,these gopdebates 30 second last words are like the lamest freestyle raps ever ,Negative
10194,ok can we cull the herd after these two gopdebates can we tell pataki carson walker cruz and perry to go home ,Negative
10195,randpaul is from kentucky shouldnt he sound like colonelsanders makesyouwonder isheanimpostor gopdebates ,Negative
10197,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
10198,this is real life these people are running for the most powerful office in the world gopdebates ,Negative
10199,youre parents were illegal marco can i call you marco gopdebates ,Negative
10200,i cant help but think dr carson has been hoping his gifted hands can make a way for his flailing mouth gopdebates ,Negative
10201,sheaman this isnt the republican primary its so you think you can govern a new reality show debatewithbernie gopdebate gopde ,Negative
10202,rubio is american dream story gopdebates ,Positive
10203,rand paul im a different kind of republican im the only one whos campaign staff were picked up by the fbi this week gopdebates ,Negative
10204,ouleyendoye aaand the question about the racial divide goes to drum roll the only black man on stage gopdebates overit ,Negative
10205,wilberforce91 one of my favorite things about the gopdebates is how many of these candidates ive seen in person thanks libeyu amp ,Positive
10207,rwsurfergirl rubio and bush are a threat to this country gopdebate gopdebates ,Negative
10208,so according to rubio god has blessed republicans with good candidates but has not blessed the democrats with one wtf gopdebates ,Negative
10210,monaeltahawy carson carson carson dammit man say the words racism and white supremacy to that audience blacklivematter gopdebat ,Negative
10211,when did it become acceptable to have god be a topic in political debates in this country gopdebates shameful ,Negative
10213,rwsurfergirl the candidates dont have to attack realdonaldtrump fox is doing it for them by stoping him from speaking gopdebate ,Negative
10216,gopdebates not very impressed how the three fox moderators handled that debate ,Negative
10219,goldietaylor closing statements gopdebates ,Negative
10220,cruz i receive the word of god everyday god dont blame me for this guy there are pills for those voices gopdebates ,Negative
10221,rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from gopdebate ,Negative
10222,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
10223,rand paul im a different kind of republican yes you are an sos pad dickhead gopdebates ,Negative
10224,mzdivah67 from watching the gopdebates it seems to me like blacklivesdontmatter bashing pbo over his failed policies is more impo ,Negative
10225,christies dad worked at icecream factory now i see it gopdebates ,Negative
10226,salmasekela ben carson solidifying the black vote gopdebates ,Positive
10227,how embarrassing the whole world is watching this and they must be asking what is going on gopdebates republicandebaters bernie2016 ,Negative
10228,jsn2007 they fixed the va yet there are no mammogram machines at our only va hospital gopdebates ,Negative
10229,i dont know why the fuck im here rand paul gopdebates ,Negative
10230,i thought maybe lilbthebasedgod was going to show up gopdebates but no ,Negative
10231,nerdynegress gopdebates this is no damn christian revival cut it out ,Negative
10232,paul is the devil gopdebates im scared if he wins ,Negative
10233,christies dad worked in an ice cream plant that explains it gopdebates ,Negative
10234,randpaul is an embarrassment gopdebates ,Negative
10238,right kasich gopdebates homerun ,Negative
10239,realbencarson jamiaw best statement of the night dr carson thank you 4 putting it n2 perspective 4 the ignorant n the world gopdebates ,Positive
10240,supermanhotmale dr carson talking about race is like trump talking about money wrong gopdebates ,Negative
10241,wilberforce91 one of my favorite things about the gopdebates is how many of these candidates ive seen in person thanks libeyu amp ,Positive
10242,wilberforce91 one of my favorite things about the gopdebates is how many of these candidates ive seen in person thanks libeyu amp ,Negative
10243,supermanhotmale dear ted cruz what do scriptures say about you lying about our very good president thats what i thought gopdebates ,Negative
10245,nowwww foxnews decides to put names on the screen when theyre speaking toolate alreadygoogled gopdebates ,Negative
10246,rwsurfergirl govchristie just got his ass served to him by randpaul gopdebates gopdebates ,Negative
10247,fix new jersey first chrischristie gopdebates ,Negative
10248,monaeltahawy carson carson carson dammit man say the words racism and white supremacy to that audience blacklivematter gopdebat ,Negative
10249,how sweet chrischristie has family who served what does anything he is saying have to do with veterans gopdebates ,Positive
